Question	TI-ABS-KW	Id respondent	SDG	I don't know	Irrelevant	OK, relevant
Q1235	On passenger repositioning along station platform during train waiting The variability in passengers' waiting times in urban mass transit is significant at the trip level since it ranges from some dozen seconds to half headway. Despite the attention paid so far to individual wait times in urban transit systems, a related issue seemed to remain unexplored: the re-use of wait time for passenger repositioning along the boarding platform. The paper is focused on passenger wait time on urban railway platforms and its re-use for longitudinal repositioning on the boarding platform in order to save on walking time at the egress station. Building upon our stochastic model of passenger's individual journey time between access and egress stations, we refine the representation of the on-platform phases and their potential coupling, since a passenger's relocation along the access platform influences the egress situation. In the new model, the stochastic features pertain to (i) the distribution of walking speed among passengers, (ii) the distribution of repositioning distance in relation to that of the residual time between passenger arrival and train departure at the station of passenger boarding, (iii) the distribution of in-station distances between the station access/egress points and the platform. Analytical properties are obtained, including the Probability Density Function of Tap-In, Tap-Out time pairs. It is shown that the analytical formulas for normal-distributed speed and shifted exponential-distributed distances in stations are tractable. This enables for maximum likelihood estimation of distribution parameters. A real case study of urban rail transit line RER A in Parisian region is addressed, yielding reasonable parameter values for heterogeneous and homogeneous scenarios. Furthermore, this study gives the possibility to capture pedestrian congestion in the stochastic model, and to differentiate 'intra-' vs. 'inter-' individual variabilities. 2017 The Authors. Published by Elsevier B.V. Platform longitudinal distance; railway platform; smartcard data; stochastic model; waiting time  	L-42	SDG11	null	1	null
Q1420	Stochastic parameterization identification using ensemble Kalman filtering combined with maximum likelihood methods  For modelling geophysical systems, large-scale processes are described through a set of coarse-grained dynamical equations while small-scale processes are represented via parameterizations. This work proposes a method for identifying the best possible stochastic parameterization from noisy data. State-of-the-art sequential estimation methods such as Kalman and particle filters do not achieve this goal successfully because both suffer from the collapse of the posterior distribution of the parameters. To overcome this intrinsic limitation, we propose two statistical learning methods. They are based on the combination of the ensemble Kalman filter (EnKF) with either the expectation–maximization (EM) or the Newton–Raphson (NR) used to maximize a likelihood associated to the parameters to be estimated. The EM and NR are applied primarily in the statistics and machine learning communities and are brought here in the context of data assimilation for the geosciences. The methods are derived using a Bayesian approach for a hidden Markov model and they are applied to infer deterministic and stochastic physical parameters from noisy observations in coarse-grained dynamical models. Numerical experiments are conducted using the Lorenz-96 dynamical system with one and two scales as a proof of concept. The imperfect coarse-grained model is modelled through a one-scale Lorenz-96 system in which a stochastic parameterization is incorporated to represent the small-scale dynamics. The algorithms are able to identify the optimal stochastic parameterization with good accuracy under moderate observational noise. The proposed EnKF-EM and EnKF-NR are promising efficient statistical learning methods for developing stochastic parameterizations in high-dimensional geophysical models. 2018, 2018 The Author(s). Publisehd by Informa UK Limited, trading as Taylor & Francis Group. expectation–maximization algorithm; model error estimation; parameter estimation; stochastic parameterization algorithm; data assimilation; ensemble forecasting; Kalman filter; numerical model; parameterization; stochasticity  	L-47	SDG13	null	1	null
Q1420	Stochastic parameterization identification using ensemble Kalman filtering combined with maximum likelihood methods  For modelling geophysical systems, large-scale processes are described through a set of coarse-grained dynamical equations while small-scale processes are represented via parameterizations. This work proposes a method for identifying the best possible stochastic parameterization from noisy data. State-of-the-art sequential estimation methods such as Kalman and particle filters do not achieve this goal successfully because both suffer from the collapse of the posterior distribution of the parameters. To overcome this intrinsic limitation, we propose two statistical learning methods. They are based on the combination of the ensemble Kalman filter (EnKF) with either the expectation–maximization (EM) or the Newton–Raphson (NR) used to maximize a likelihood associated to the parameters to be estimated. The EM and NR are applied primarily in the statistics and machine learning communities and are brought here in the context of data assimilation for the geosciences. The methods are derived using a Bayesian approach for a hidden Markov model and they are applied to infer deterministic and stochastic physical parameters from noisy observations in coarse-grained dynamical models. Numerical experiments are conducted using the Lorenz-96 dynamical system with one and two scales as a proof of concept. The imperfect coarse-grained model is modelled through a one-scale Lorenz-96 system in which a stochastic parameterization is incorporated to represent the small-scale dynamics. The algorithms are able to identify the optimal stochastic parameterization with good accuracy under moderate observational noise. The proposed EnKF-EM and EnKF-NR are promising efficient statistical learning methods for developing stochastic parameterizations in high-dimensional geophysical models. 2018, 2018 The Author(s). Publisehd by Informa UK Limited, trading as Taylor & Francis Group. expectation–maximization algorithm; model error estimation; parameter estimation; stochastic parameterization algorithm; data assimilation; ensemble forecasting; Kalman filter; numerical model; parameterization; stochasticity  	L-47	SDG14	null	1	null
Q1420	Stochastic parameterization identification using ensemble Kalman filtering combined with maximum likelihood methods  For modelling geophysical systems, large-scale processes are described through a set of coarse-grained dynamical equations while small-scale processes are represented via parameterizations. This work proposes a method for identifying the best possible stochastic parameterization from noisy data. State-of-the-art sequential estimation methods such as Kalman and particle filters do not achieve this goal successfully because both suffer from the collapse of the posterior distribution of the parameters. To overcome this intrinsic limitation, we propose two statistical learning methods. They are based on the combination of the ensemble Kalman filter (EnKF) with either the expectation–maximization (EM) or the Newton–Raphson (NR) used to maximize a likelihood associated to the parameters to be estimated. The EM and NR are applied primarily in the statistics and machine learning communities and are brought here in the context of data assimilation for the geosciences. The methods are derived using a Bayesian approach for a hidden Markov model and they are applied to infer deterministic and stochastic physical parameters from noisy observations in coarse-grained dynamical models. Numerical experiments are conducted using the Lorenz-96 dynamical system with one and two scales as a proof of concept. The imperfect coarse-grained model is modelled through a one-scale Lorenz-96 system in which a stochastic parameterization is incorporated to represent the small-scale dynamics. The algorithms are able to identify the optimal stochastic parameterization with good accuracy under moderate observational noise. The proposed EnKF-EM and EnKF-NR are promising efficient statistical learning methods for developing stochastic parameterizations in high-dimensional geophysical models. 2018, 2018 The Author(s). Publisehd by Informa UK Limited, trading as Taylor & Francis Group. expectation–maximization algorithm; model error estimation; parameter estimation; stochastic parameterization algorithm; data assimilation; ensemble forecasting; Kalman filter; numerical model; parameterization; stochasticity  	L-78	SDG13	null	1	null
Q1420	Stochastic parameterization identification using ensemble Kalman filtering combined with maximum likelihood methods  For modelling geophysical systems, large-scale processes are described through a set of coarse-grained dynamical equations while small-scale processes are represented via parameterizations. This work proposes a method for identifying the best possible stochastic parameterization from noisy data. State-of-the-art sequential estimation methods such as Kalman and particle filters do not achieve this goal successfully because both suffer from the collapse of the posterior distribution of the parameters. To overcome this intrinsic limitation, we propose two statistical learning methods. They are based on the combination of the ensemble Kalman filter (EnKF) with either the expectation–maximization (EM) or the Newton–Raphson (NR) used to maximize a likelihood associated to the parameters to be estimated. The EM and NR are applied primarily in the statistics and machine learning communities and are brought here in the context of data assimilation for the geosciences. The methods are derived using a Bayesian approach for a hidden Markov model and they are applied to infer deterministic and stochastic physical parameters from noisy observations in coarse-grained dynamical models. Numerical experiments are conducted using the Lorenz-96 dynamical system with one and two scales as a proof of concept. The imperfect coarse-grained model is modelled through a one-scale Lorenz-96 system in which a stochastic parameterization is incorporated to represent the small-scale dynamics. The algorithms are able to identify the optimal stochastic parameterization with good accuracy under moderate observational noise. The proposed EnKF-EM and EnKF-NR are promising efficient statistical learning methods for developing stochastic parameterizations in high-dimensional geophysical models. 2018, 2018 The Author(s). Publisehd by Informa UK Limited, trading as Taylor & Francis Group. expectation–maximization algorithm; model error estimation; parameter estimation; stochastic parameterization algorithm; data assimilation; ensemble forecasting; Kalman filter; numerical model; parameterization; stochasticity  	L-78	SDG14	null	1	null
Q1444	Do you think the following publication can be considered as a contribution to achieving the goal(s) suggested below? The multiple vehicle balancing problem This paper deals with the multiple vehicle balancing problem (MVBP). Given a fleet of vehicles of limited capacity, a set of vertices with initial and target inventory levels and a distribution network, the MVBP requires to design a set of routes along with pickup and delivery operations such that inventory is redistributed among the vertices without exceeding capacities, and routing costs are minimized. The MVBP is NP-hard, generalizing several problems in transportation, and arising in bike-sharing systems. Using theoretical properties of the problem, we propose an integer linear programming formulation and introduce strengthening valid inequalities. Lower bounds are computed by column generation embedding an ad-hoc pricing algorithm, while upper bounds are obtained by a memetic algorithm that separate routing from pickup and delivery operations. We combine these bounding routines in both exact and matheuristic algorithms, obtaining proven optimal solutions for MVBP instances with up to 25 stations. 2018 Wiley Periodicals, Inc. bicycle sharing system; column generation; dominance properties; memetic algorithm; valid inequalities; vehicle routing  	C-14	SDG11	null	1	null
Q1444	Do you think the following publication can be considered as a contribution to achieving the goal(s) suggested below? The multiple vehicle balancing problem This paper deals with the multiple vehicle balancing problem (MVBP). Given a fleet of vehicles of limited capacity, a set of vertices with initial and target inventory levels and a distribution network, the MVBP requires to design a set of routes along with pickup and delivery operations such that inventory is redistributed among the vertices without exceeding capacities, and routing costs are minimized. The MVBP is NP-hard, generalizing several problems in transportation, and arising in bike-sharing systems. Using theoretical properties of the problem, we propose an integer linear programming formulation and introduce strengthening valid inequalities. Lower bounds are computed by column generation embedding an ad-hoc pricing algorithm, while upper bounds are obtained by a memetic algorithm that separate routing from pickup and delivery operations. We combine these bounding routines in both exact and matheuristic algorithms, obtaining proven optimal solutions for MVBP instances with up to 25 stations. 2018 Wiley Periodicals, Inc. bicycle sharing system; column generation; dominance properties; memetic algorithm; valid inequalities; vehicle routing  	C-31	SDG11	null	1	null
Q2151	Do you think the following publication can be considered as a contribution to achieving the goal(s) suggested below? Statistical ranking of electromechanical dyssynchrony parameters for CRT Objective Mechanical evaluation of dyssynchrony by echocardiography has not replaced ECG in routine cardiac resynchronisation therapy (CRT) evaluation because of its complexity and lack of reproducibility. The objective of this study was to evaluate the potential correlations between electromechanical parameters (atrioventricular, interventricular and intraventricular from the dyssynchrony model presented in 2000), their ability to describe dyssynchrony and their potential use in resynchrony. Methods 455 sets of the 18 parameters of the model obtained in 91 patients submitted to various pacing configurations were evaluated two by two using a Pearson correlation test and then by groups according to their ability to describe dyssynchrony, using the Column selection method of machine learning. Results The best parameter is duration of septal contraction, which alone describes 25% of dyssynchrony. The best groups of 3, 4 and =8 variables describe 59%, 73% and almost 100% of dyssynchrony, respectively. Left pre-ejection interval is highly and significantly correlated to a maximum of other variables, and its decrease is associated with the favourable evolution of all other correlated parameters. Increase in filling duration and decrease in duration of septum to lateral wall contraction difference are not associated with the favourable evolution of other parameters. Conclusions No single electromechanical parameter alone can fully describe dyssynchrony. The 18-parameter model can be simplified, but still requires at least 4-8 parameters. Decrease in left pre-ejection interval favourably drives resynchrony in a maximum of other parameters. Increase in filling duration and decrease in septum-lateral wall difference do not appear to be good CRT targets. Author(s) (or their employer(s)) 2019. cardiac resynchronization therapy; electromechanical parameters; left pre-ejection interval; resynchrony adult; animal experiment; animal model; article; cardiac resynchronization therapy; controlled study; female; machine learning; male; muscle contractility; nonhuman  	C-29	SDG3	null	1	null
Q2151	Do you think the following publication can be considered as a contribution to achieving the goal(s) suggested below? Statistical ranking of electromechanical dyssynchrony parameters for CRT Objective Mechanical evaluation of dyssynchrony by echocardiography has not replaced ECG in routine cardiac resynchronisation therapy (CRT) evaluation because of its complexity and lack of reproducibility. The objective of this study was to evaluate the potential correlations between electromechanical parameters (atrioventricular, interventricular and intraventricular from the dyssynchrony model presented in 2000), their ability to describe dyssynchrony and their potential use in resynchrony. Methods 455 sets of the 18 parameters of the model obtained in 91 patients submitted to various pacing configurations were evaluated two by two using a Pearson correlation test and then by groups according to their ability to describe dyssynchrony, using the Column selection method of machine learning. Results The best parameter is duration of septal contraction, which alone describes 25% of dyssynchrony. The best groups of 3, 4 and =8 variables describe 59%, 73% and almost 100% of dyssynchrony, respectively. Left pre-ejection interval is highly and significantly correlated to a maximum of other variables, and its decrease is associated with the favourable evolution of all other correlated parameters. Increase in filling duration and decrease in duration of septum to lateral wall contraction difference are not associated with the favourable evolution of other parameters. Conclusions No single electromechanical parameter alone can fully describe dyssynchrony. The 18-parameter model can be simplified, but still requires at least 4-8 parameters. Decrease in left pre-ejection interval favourably drives resynchrony in a maximum of other parameters. Increase in filling duration and decrease in septum-lateral wall difference do not appear to be good CRT targets. Author(s) (or their employer(s)) 2019. cardiac resynchronization therapy; electromechanical parameters; left pre-ejection interval; resynchrony adult; animal experiment; animal model; article; cardiac resynchronization therapy; controlled study; female; machine learning; male; muscle contractility; nonhuman  	C-37	SDG3	null	1	null
Q2308	Impact of microbial activity on the mobility of metallic elements (Fe, Al and Hg) in tropical soils Dissolved organic carbon (DOC), especially low molecular mass organic acids (LMMOAs) derives principally from biota degradation process in which soil microorganisms are the main actors and from roots exudates. The presence of LMMOAs led to an increase of availability and mobility of metallic elements through the formation of organo-metallic complex. In tropical soils, very few information about LMMOAs quantification and their role in the biogeochemical process related to trace metals cycling was available. Quantification of LMMOAs is limited due to their low concentration and rapid degradation. Until now, the role of microbial activity as well as LMMOAs in the biogeochemical cycle of metallic elements in tropical soils has not been investigated. The present study was conducted to evaluate the effect of microbial activity and biomass on the availability and mobility of metallic elements (Fe, Al and Hg) in two tropical soils, Ferralsol and Acrisol. We also quantified LMMOAs contents in soil solutions and addressed to their role in the mobilization of metals. Utilization of Diffuse Gradient in Thin film (DGT) method permits to analyze bioavailable metal in both fractions: organically complexed and free metals. The results show that the quantity of Fe, Al and Hg labile were higher in Ferralsol than Acrisol soils. This was more accentuated for the 50 cm-depth of soils where the microbial activities and the organic carbon content were important. Concentration of LMMOAs of Ferralsol and Acrisol were lower in compare to coniferous and deciduous forest soils. Proportions of LMMOAs in DOC were very small at 10.5% and 6.85% in the Ferralsol and Acrisol soils, respectively. The mobilization of Fe, Al and Hg in Ferralsol and Acrisol soils appeared to vary depending on the soil physico-chemical characteristics (sorption capacities and metals content) and also on the microbial biomass and activity. Soil pH influences the acidity of the functional groups in organic molecules and consequently their speciation. In addition, low pH increase proton competition within acidic functional groups involved in coordinate bond. The content of CEC in Ferralsol is higher than Acrisol that is related to the high contents of clay and organic carbon. Low CEC content can result in a decrease of retain of the cationic trace metals. Low CEC content led to a decrease of the capacity of retaining of metallic elements in tropical soils in compare to temperate soils. 2018 DGT; DOC; Low molecular mass organic acids; Metals; Microbial activity; Tropical soils Aluminum; Biodegradation; Biogeochemistry; Mercury (metal); Metals; Molecular mass; Organic acids; Organic carbon; Soil moisture; Trace elements; Tropics; Acidic functional groups; Dissolved organic carbon; Low molecular mass organic acids; Microbial activities; Organic carbon contents; Organo-metallic complexes; Physicochemical characteristics; Tropical soils; Soil pollution; acidity; Acrisol; biogeochemical cycle; biomass; cation exchange capacity; clay soil; deciduous forest; dissolved organic carbon; Ferralsol; forest soil; microbial activity; mobilization; organic acid; pH; soil degradation; soil microorganism; speciation (chemistry); trace metal; tropical soil  	L-72	SDG11	null	1	null
Q2308	Impact of microbial activity on the mobility of metallic elements (Fe, Al and Hg) in tropical soils Dissolved organic carbon (DOC), especially low molecular mass organic acids (LMMOAs) derives principally from biota degradation process in which soil microorganisms are the main actors and from roots exudates. The presence of LMMOAs led to an increase of availability and mobility of metallic elements through the formation of organo-metallic complex. In tropical soils, very few information about LMMOAs quantification and their role in the biogeochemical process related to trace metals cycling was available. Quantification of LMMOAs is limited due to their low concentration and rapid degradation. Until now, the role of microbial activity as well as LMMOAs in the biogeochemical cycle of metallic elements in tropical soils has not been investigated. The present study was conducted to evaluate the effect of microbial activity and biomass on the availability and mobility of metallic elements (Fe, Al and Hg) in two tropical soils, Ferralsol and Acrisol. We also quantified LMMOAs contents in soil solutions and addressed to their role in the mobilization of metals. Utilization of Diffuse Gradient in Thin film (DGT) method permits to analyze bioavailable metal in both fractions: organically complexed and free metals. The results show that the quantity of Fe, Al and Hg labile were higher in Ferralsol than Acrisol soils. This was more accentuated for the 50 cm-depth of soils where the microbial activities and the organic carbon content were important. Concentration of LMMOAs of Ferralsol and Acrisol were lower in compare to coniferous and deciduous forest soils. Proportions of LMMOAs in DOC were very small at 10.5% and 6.85% in the Ferralsol and Acrisol soils, respectively. The mobilization of Fe, Al and Hg in Ferralsol and Acrisol soils appeared to vary depending on the soil physico-chemical characteristics (sorption capacities and metals content) and also on the microbial biomass and activity. Soil pH influences the acidity of the functional groups in organic molecules and consequently their speciation. In addition, low pH increase proton competition within acidic functional groups involved in coordinate bond. The content of CEC in Ferralsol is higher than Acrisol that is related to the high contents of clay and organic carbon. Low CEC content can result in a decrease of retain of the cationic trace metals. Low CEC content led to a decrease of the capacity of retaining of metallic elements in tropical soils in compare to temperate soils. 2018 DGT; DOC; Low molecular mass organic acids; Metals; Microbial activity; Tropical soils Aluminum; Biodegradation; Biogeochemistry; Mercury (metal); Metals; Molecular mass; Organic acids; Organic carbon; Soil moisture; Trace elements; Tropics; Acidic functional groups; Dissolved organic carbon; Low molecular mass organic acids; Microbial activities; Organic carbon contents; Organo-metallic complexes; Physicochemical characteristics; Tropical soils; Soil pollution; acidity; Acrisol; biogeochemical cycle; biomass; cation exchange capacity; clay soil; deciduous forest; dissolved organic carbon; Ferralsol; forest soil; microbial activity; mobilization; organic acid; pH; soil degradation; soil microorganism; speciation (chemistry); trace metal; tropical soil  	L-96	SDG11	null	1	null
Q2527	Do you think the following publication can be considered as a contribution to achieving the goal(s) suggested below? Risk and Sustainability: Assessing Fishery Management Strategies We develop a theoretical framework to assess the sustainability of fishery management strategies, when the bioeconomic dynamics are marked by uncertainty and several conflicting objectives have to be accounted for. Stochastic viability ranks management strategies according to their probability to sustain economic and ecological outcomes over time. The approach is extended to build stochastic sustainable production possibility frontiers representing the trade-offs between sustainability objectives at any risk level, given the current state of the fishery. This framework is applied to a Chilean fishery faced with El Niño uncertainty. We study the viability of effort and quota strategies when catch and biomass levels have to be sustained. We show that (1) for these sustainability objectives, whatever the level of the outcomes to be sustained, quota-based management results in a better viability probability than effort-based management, and (2) the fishery’s historical quota levels were not sustainable given the stock levels in the early 2000s. 2015, Springer Science+Business Media Dordrecht. Fishery economics and management; Risk; Stochastic viability; Sustainability Economic and social effects; Fisheries; Risk assessment; Risks; Stochastic systems; Uncertainty analysis; Conflicting objectives; Fishery economics; Fishery management; Management strategies; Stochastic viability; Sustainability objectives; Sustainable production; Theoretical framework; Sustainable development; biomass; El Nino; fishery economics; fishery management; risk assessment; strategic approach; sustainability; viability; Chile  	C-22	SDG9	null	1	null
Q2527	Do you think the following publication can be considered as a contribution to achieving the goal(s) suggested below? Risk and Sustainability: Assessing Fishery Management Strategies We develop a theoretical framework to assess the sustainability of fishery management strategies, when the bioeconomic dynamics are marked by uncertainty and several conflicting objectives have to be accounted for. Stochastic viability ranks management strategies according to their probability to sustain economic and ecological outcomes over time. The approach is extended to build stochastic sustainable production possibility frontiers representing the trade-offs between sustainability objectives at any risk level, given the current state of the fishery. This framework is applied to a Chilean fishery faced with El Niño uncertainty. We study the viability of effort and quota strategies when catch and biomass levels have to be sustained. We show that (1) for these sustainability objectives, whatever the level of the outcomes to be sustained, quota-based management results in a better viability probability than effort-based management, and (2) the fishery’s historical quota levels were not sustainable given the stock levels in the early 2000s. 2015, Springer Science+Business Media Dordrecht. Fishery economics and management; Risk; Stochastic viability; Sustainability Economic and social effects; Fisheries; Risk assessment; Risks; Stochastic systems; Uncertainty analysis; Conflicting objectives; Fishery economics; Fishery management; Management strategies; Stochastic viability; Sustainability objectives; Sustainable production; Theoretical framework; Sustainable development; biomass; El Nino; fishery economics; fishery management; risk assessment; strategic approach; sustainability; viability; Chile  	C-34	SDG9	null	1	null
Q3052	Economic and public health consequences of delayed access to medical care for migrants living with HIV in France In 2013, migrants accounted for 46% of newly diagnosed cases of HIV (human immunodeficiency virus) infection in France. These populations meet with specific obstacles leading to late diagnosis and access to medical care. Delayed access to care (ATC) for HIV-infected migrants reduces their life expectancy and quality of life. Given the reduction of infectivity under antiretroviral (ARV) treatment, delayed ATC for HIV-infected migrants may also hinder the control of the HIV epidemic. The objective of this study is to measure the public health and economic consequences of delayed ATC for migrants living with HIV in France. Using a healthcare payer perspective, our model compares the lifetime averted infections and costs of early vs. late ATC for migrants living with HIV in France. Early and late ATC are defined by an entry into care with a CD4 cell count of 350 and 100/mm3, respectively. Our results show that an early ATC is dominant, even in the worst-case scenario. In the most favorable scenario, early ATC generates an average net saving of €198,000 per patient, and prevents 0.542 secondary infection. In the worst-case scenario, early ATC generates an average net saving of €32,000 per patient, and prevents 0.299 secondary infection. These results are robust to various adverse changes in key parameters and to a definition of late ATC as an access to care at a CD4 level of 200/mm3. In addition to individual health benefits, improving ATC for migrants living with HIV proves efficient in terms of public health and economics. These results stress the benefit of ensuring early ATC for all individuals living with HIV in France. 2017, Springer-Verlag Berlin Heidelberg. Access to care; France; HIV/AIDS; Migrant populations; Public policy adult; Article; CD4 lymphocyte count; cost control; delayed diagnosis; female; France; health care access; health care cost; health care policy; heterosexuality; hospitalization; human; Human immunodeficiency virus; Human immunodeficiency virus infected patient; Human immunodeficiency virus infection; infection prevention; life expectancy; major clinical study; male; mandatory reporting; medical care; medical examination; migrant; priority journal; public health; quality of life; secondary infection; sexual behavior; sexual intercourse; therapy delay; unprotected sex; economics; Human immunodeficiency virus infection; migration; France; HIV Infections; Humans; Life Expectancy; Public Health; Quality of Life; Transients and Migrants  	L-32	SDG10	null	1	null
Q3052	Economic and public health consequences of delayed access to medical care for migrants living with HIV in France In 2013, migrants accounted for 46% of newly diagnosed cases of HIV (human immunodeficiency virus) infection in France. These populations meet with specific obstacles leading to late diagnosis and access to medical care. Delayed access to care (ATC) for HIV-infected migrants reduces their life expectancy and quality of life. Given the reduction of infectivity under antiretroviral (ARV) treatment, delayed ATC for HIV-infected migrants may also hinder the control of the HIV epidemic. The objective of this study is to measure the public health and economic consequences of delayed ATC for migrants living with HIV in France. Using a healthcare payer perspective, our model compares the lifetime averted infections and costs of early vs. late ATC for migrants living with HIV in France. Early and late ATC are defined by an entry into care with a CD4 cell count of 350 and 100/mm3, respectively. Our results show that an early ATC is dominant, even in the worst-case scenario. In the most favorable scenario, early ATC generates an average net saving of €198,000 per patient, and prevents 0.542 secondary infection. In the worst-case scenario, early ATC generates an average net saving of €32,000 per patient, and prevents 0.299 secondary infection. These results are robust to various adverse changes in key parameters and to a definition of late ATC as an access to care at a CD4 level of 200/mm3. In addition to individual health benefits, improving ATC for migrants living with HIV proves efficient in terms of public health and economics. These results stress the benefit of ensuring early ATC for all individuals living with HIV in France. 2017, Springer-Verlag Berlin Heidelberg. Access to care; France; HIV/AIDS; Migrant populations; Public policy adult; Article; CD4 lymphocyte count; cost control; delayed diagnosis; female; France; health care access; health care cost; health care policy; heterosexuality; hospitalization; human; Human immunodeficiency virus; Human immunodeficiency virus infected patient; Human immunodeficiency virus infection; infection prevention; life expectancy; major clinical study; male; mandatory reporting; medical care; medical examination; migrant; priority journal; public health; quality of life; secondary infection; sexual behavior; sexual intercourse; therapy delay; unprotected sex; economics; Human immunodeficiency virus infection; migration; France; HIV Infections; Humans; Life Expectancy; Public Health; Quality of Life; Transients and Migrants  	L-92	SDG10	null	1	null
Q12359	High-resolution neodymium characterization along the Mediterranean margins and modelling of Nd distribution in the Mediterranean basins An extensive compilation of published neodymium (Nd) concentrations and isotopic compositions (Nd IC) was realized in order to establish a new database and a map (using a high-resolution geological map of the area) of the distribution of these parameters for all the Mediterranean margins. Data were extracted from different kinds of samples: river solid discharge deposited on the shelf, sedimentary material collected on the margin or geological material outcropping above or close to a margin. Additional analyses of surface sediments were done in order to improve this data set in key areas (e.g. Sicilian strait). The Mediterranean margin Nd isotopic signatures vary from non-radiogenic values around the Gulf of Lion, ( Nd values~11) to radiogenic values around the Aegean and the Levantine sub-basins up to +6. Using a high-resolution regional oceanic model (1/12° of horizontal-resolution), Nd distribution was simulated for the first time in the Mediterranean Sea. The high resolution of the model provides a unique opportunity to represent a realistic thermohaline circulation in the basin and thus apprehend the processes governing the Nd isotope distribution in the marine environment. Results are consistent with the preceding conclusions on boundary exchange (BE) as an important process in the Nd oceanic cycle. Nevertheless this approach simulates a too-radiogenic value in the Mediterranean Sea; this bias will likely be corrected once the dust and river inputs will be included in the model. This work highlights that a significant interannual variability of Nd distribution in seawater could occur. In particular, important hydrological events such as the Eastern Mediterranean Transient (EMT), associated with deep water formed in the Aegean sub-basin, could induce a shift in Nd at deep/intermediate depths that could be noticeable in the eastern part of the basin. This underlines that the temporal and geographical variations of Nd could represent an interesting insight of Nd as tracer of the Mediterranean Sea circulation, in particular in the context of palaeo-oceanographic applications. 2016 Author(s). concentration (composition); continental shelf; database; deep water formation; geographical variation; ion exchange; isotopic composition; Mediterranean environment; neodymium isotope; sediment chemistry; thermohaline circulation; Gulf of Lion; Mediterranean Sea  	L-47	SDG14	null	1	null
Q12359	High-resolution neodymium characterization along the Mediterranean margins and modelling of Nd distribution in the Mediterranean basins An extensive compilation of published neodymium (Nd) concentrations and isotopic compositions (Nd IC) was realized in order to establish a new database and a map (using a high-resolution geological map of the area) of the distribution of these parameters for all the Mediterranean margins. Data were extracted from different kinds of samples: river solid discharge deposited on the shelf, sedimentary material collected on the margin or geological material outcropping above or close to a margin. Additional analyses of surface sediments were done in order to improve this data set in key areas (e.g. Sicilian strait). The Mediterranean margin Nd isotopic signatures vary from non-radiogenic values around the Gulf of Lion, ( Nd values~11) to radiogenic values around the Aegean and the Levantine sub-basins up to +6. Using a high-resolution regional oceanic model (1/12° of horizontal-resolution), Nd distribution was simulated for the first time in the Mediterranean Sea. The high resolution of the model provides a unique opportunity to represent a realistic thermohaline circulation in the basin and thus apprehend the processes governing the Nd isotope distribution in the marine environment. Results are consistent with the preceding conclusions on boundary exchange (BE) as an important process in the Nd oceanic cycle. Nevertheless this approach simulates a too-radiogenic value in the Mediterranean Sea; this bias will likely be corrected once the dust and river inputs will be included in the model. This work highlights that a significant interannual variability of Nd distribution in seawater could occur. In particular, important hydrological events such as the Eastern Mediterranean Transient (EMT), associated with deep water formed in the Aegean sub-basin, could induce a shift in Nd at deep/intermediate depths that could be noticeable in the eastern part of the basin. This underlines that the temporal and geographical variations of Nd could represent an interesting insight of Nd as tracer of the Mediterranean Sea circulation, in particular in the context of palaeo-oceanographic applications. 2016 Author(s). concentration (composition); continental shelf; database; deep water formation; geographical variation; ion exchange; isotopic composition; Mediterranean environment; neodymium isotope; sediment chemistry; thermohaline circulation; Gulf of Lion; Mediterranean Sea  	L-78	SDG14	null	1	null
Q17736	Aligning domestic policies with international coordination in a post-Paris global climate regime: A case for China The Paris COP-21 reached a climate agreement on 2-degree global emissions stabilisation target. However, the likelihood of successfully implementing a legally binding global climate treaty will depend to a large degree on the macroeconomic impacts of different policy options on developing and emerging economies. It is thus crucial to evaluate the transition costs of implementing different climate policy architectures under socioeconomic and technological uncertainties from a multiregional perspective. Here we use a hybrid computable general equilibrium model, in which sub-optimalities, infrastructural inertia and technological uncertainties are explicitly introduced, to quantify the trajectories of variation in transitions costs under a range of climate policy scenarios in both Annex I and developing nations. The policy architectures are based around the implementation of the ‘streamlined Paris Pledges’ (SPP) in developing countries with a particular focus on China and India. Our results indicate that the distributional effects should be taken into account by policymakers through extension of SPP to 2050 as global climate policies may have asymmetrical economic impacts between Annex I and developing countries. A first-best policy of global cap-and-trade scheme alone could be welfare-deteriorating for some parties, reflected by a significant reduction in macroeconomic growth rate over the course of the next decades. Modelling results also suggest that articulating both global and national policies in a multiregional climate deal can provide a palatable solution for countries like China as this would allow for significant reduction in the economic losses associated with a unique-carbon-price global climate policy. This hybrid approach is also aligned with specific development priorities in developing and emerging countries by providing flexibility to their domestic policy framework, which expects to facilitate the transition to low carbon growth trajectory by encouraging intersectoral coordination. Last, procrastination of technical change and delayed structural reform for decarbonising economy would entail significantly higher transition costs for developing countries in case of stringent climate policy due to the economic competitiveness forgone as a result of exorbitant carbon prices in the longer term. Relevant policy options and research perspectives are discussed accordingly. 2017 Elsevier Inc. China; Global climate policy; International and domestic coordination; National complementary policies; Paris Agreement; Second-best modelling Climate change; Costs; Developing countries; Economics; Losses; China; Climate policy scenarios; Computable general equilibrium model; Economic competitiveness; Global climates; International and domestic coordination; International coordination; Technological uncertainty; Climate models; developing world; emission control; emissions trading; environmental economics; environmental policy; global climate; international agreement; macroeconomics; policy analysis; policy approach; policy implementation; targeting; China  	L-72	SDG1	null	1	null
